bug_description , class_name
try send email notification failed,Backend
low re search icon in search with menu,Frontend
new implementation ignores browser download usedownloaddir,Frontend
email notification based on custom field value,Backend
rest api for custom field doe not return key for key value type,Backend
open tab not shown,Frontend
incoming addons which fetching the xpi are retried forever,Backend
arranging redmine,Backend
workingsets edit working set,Frontend
the design of the tracker selection ui on the custom field editing screen and the project setting screen should be aligned to create a sense of coherence and unity,Backend
editormgmt after running a program the text file becomes uneditable,Frontend
xfa suggestion to implement support a digital signature,Frontend
keep anchor i e to a specific issue note throughout login,Backend
workbench delete project should consolidate question,Frontend
add support for searching for exact word,Backend
the keyboard focus is not centered on the section context menu button,Frontend
cs dark delay in background rendering,Frontend
pdf viewer doe not support relative link from local file file,Frontend
import export import existing project into workspace fails silently if there is a name collision,Frontend
tracker are not displayed if cooky are not selected in custom mode,Frontend
toolbar setting when changed on one window applied to all,Frontend
can not cast to iterator map entry ,,Backend
file upload fails when run with uwsgi,Frontend
it should be possible to search issue by mean of the issue number,Backend
last used date of cooky storage shouldnt be updated by session kept alive because of unclosed tab,Frontend
jface undo generic navigation undo in jface viewer,Frontend
out of office vacation user status,Backend
change help submit feedback link in the hamburger menu,Frontend
abstraction layer for notification,Backend
no cs missing tab border between tab and toolbar,Frontend
notification e mail not working on redmine and microsoft exchange mail server,Backend
rest api should return attachment id in addition to token,Backend
contribution provide a way to add a custom font to a product,Frontend
set the first status a a default status in new tracker form,Backend
firebird and reddatabase support,Backend
unhandled event loop exception,Backend
batch compiler option warn alldeprecation warn deprecation doe not behave a documented,Backend
intelisense not offering method and variable,Backend
download of a page with non resolvable url of resource fails,Backend
compiler unncessary declaration of thrown checked exception should consider override implementation,Backend
meta tab interaction performance,Frontend
bookmark menu should expose add bookmark function a first item,Frontend
ability to view epub file in firefox,Backend
make group name clickable in permission report,Backend
window the icon of the context menu button from the recommended by pocket card is barely visible if the system high contrast mode is turned on,Frontend
redmineinstall mysql collation database,Documentation
keybindings interaction provide ability to link alt f to exit,Frontend
email reporting based on the due date or set interval,Backend
databinding provide ability to change setting on numberformat,Frontend
e tab dragging thumbnail is displayed at previous position in the temporarily,Frontend
performance external excessive file access for reading external annotation,Backend
window width height not updated after maximize unmaximize,Frontend
email notification involved in clarification,Backend
match separator color to proton spec,Frontend
a reload on a discarded tab often cause the tab title to be incorrect,Frontend
textile auto link doe not stop at a space character,Frontend
error when deleting project,Backend
about protection show wrong date and number of blocking,Frontend
improve progress bar,Frontend
javadoc no javadoc shown with code completion,Backend
left clicking a link should never open new tab or window,Frontend
build project classpath variable,Backend
value of custom field will not be copied when copy project with issue included,Backend
the login management ui should adjust it layout based on the size of the browser window,Frontend
rest api issue put responds ok even when it cant set assigned to id,Backend
errorhandling error help,Frontend
commonnavigator drop feedback is copy instead of none on an empty project explorer,Frontend
pdf thumbnail are not displayed even though imagemagick pdf support available optional is checked,Backend
ignore unavoidable generic type problem doe not work in lambda expression,Backend
dont hide pref browser pagethumbnails capturing disabled,Frontend
when editor section is splitted , min max button are tiny,Frontend
content assist doe not provide value element related proposal if annotation a more than one element,Backend
unfocus the address bar when any other panel open,Frontend
add rel noopener to all external link that would open a new tab window,Frontend
alertas redmine,Backend
expose repository through rest api,Backend
delete inappropriate page api,Documentation
add ability to filter user list by authentication mode,Backend
move default column checkbox on the query edit page from option to column fieldset,Frontend
ensure state is updated properly when an item from the download panel is selected with the keyboard,Frontend
a a non admin user using api , i want to be able to filter user by their username without getting forbidden exception,Backend
when opening a new tab , select the new tab at the same time a the previous tab get deselected,Frontend
card number field should include space to group digit,Frontend
screenshot feature not working with touch screen,Frontend
formatter indexoutofboundsexception in tokenmanager on applying formatter to code having error,Backend
change start ticketid,Backend
failure to upload wbo record could cause log spam,Backend
no warning displayed when downloading malicious file using drag and drop,Frontend
dom ast use generic in dom apis,Backend
preferencevalue , regexpmatch , and other filterexpressions not well documented for targeting,Backend
email not being sent for new issue using async smtp and non standard emission address,Backend
go back and forth while on ddg can be inconsistent with showsearchterms,Frontend
mysql error mysql server ha gone away,Backend
add a button in the textile formatting toolbar to convert tabulated text into a table,Frontend
add new telemetry probe for autofill,Frontend
show parent issue in notification email,Backend
allow a preview for theme selection,Frontend
issue attachment image compression for jpgs,Frontend
uncheck all icon at the upper left corner in workflow status transition page is not working,Backend
automatic language detection in syntax highlighting,Frontend
using eclipse path doe not work to import on o x,Frontend
honor microsoft sql server support in doc install,Documentation
command request second esc in editor should minimize the lower view,Frontend
replace testprovider with urlbartestutils testprovider,Frontend
rework javamodelmanager getzipfile,Backend
please enable file close,Frontend
full text search of file,Backend
tabcandy icon keep reappearing after removal,Frontend
editormgmt eclipse rcp adding to the most recently used mru file list on saveas,Frontend
speed up project allowed to condition,Performance
appmenu multiview will be closed suddenly clicking zoom in button several time in about newtab,Frontend
the right hand side tab scroll button doesnt switch to disabled state when it supposed to at dpi,Frontend
high contrast checkmark is not visible for the save address cc to nightly checkbox,Frontend
valid email address is not allowed,Backend
double e mail notification for issue in the next day,Backend
add telemetry to learn about the usage of the download panel,Frontend
include two factor authentication scheme in user api response,Backend
workingsets allow all window to share same set of working set,Frontend
quicksearch entry selection in quick search dialog,Frontend
properly update highlight with multiple account or logging in out of pocket,Frontend
command parameter provide m x like command interface,Frontend
better validation error message when the domain of email is not allowed,Backend
jface openstrategys deprecated method do not tell the reader what they should use instead,Frontend
email delivery error mailbox not found or access denied , there is an invalid email address,Backend
secondary undocked window revert to default position after being positioned against edge of primary monitor in dual monitor setup,Frontend
redmine should accept change to an issue even when an error prevents an attachment upload,Frontend
better error message when no api format is recognised,Backend
send notification to user selected from costum field user type,Backend
buildpath implement library project,Backend
i am not able to open the new tab while working on some particular number of tab,Frontend
session restore give wrong message if restore previous session is off,Backend
password required popup window should appear in taskbar always,Security
simplify adding toolbarbuttons to toolbars on extension firstrun,Frontend
private issue notification,Backend
new spoc shim telemetry viewable impression,Frontend
viewer provide listener api for model modification event,Frontend
ticket status closed,Backend
editormgmt enhance the clipboard to hold multiple item,Frontend
change file editor tab on mouse scroll,Frontend
unexpected bookmark is autofilled,Frontend
email notification when watcher is added and removed,Backend
tag page visited from a search with the search string that generated them,Frontend
rest api no longer return estimated time , hour spent for master ticket,Backend
theme theme should handle image,Frontend
support live reload of app marketplace badge icon when switching langpacks,Backend
eclipse slow while editing java source code,Backend
user last connection is not updated correctly,Backend
explore making a new messaging system provider for feature callout tour message,Backend
option to require fa only for user with administration right,Backend
editormgmt moving view editor tab group with the keyboard cause key event to be sent to the part,Frontend
jface stringconverter should support asrgb from rrggbb,Frontend
test resourcemappingmarkerstest fails,Frontend
can not drag entry of synced tab,Backend
contribution updating isv toolbar manager not marked a dirty when item visibility change,Frontend
firefox suggest result can stretch off screen and hide search option,Frontend
picture in email notification,Backend
helper application lack support for uri fragment,Backend
strange syntax error with missing binary operator,Backend
make perspective aware of available space geometry monitor,Frontend
wiki cleanup just created user soe htet linn created empty testing page potentially will be used for spam in the future,Documentation
compiler jsr return significative information from eclipsediagnostic getcode,Backend
undo close tab or restore all tab fails if new tab entry is in closed tab list,Backend
keybindings registry need way to define keybindings by o , not by platform,Frontend
databinding workbenchproperties singleselection doe not work for set and list,Frontend
application model editor doe not display icon stored in fragment of a host plugin,Frontend
figure out why the big background image on bing com doesnt show background image option in the context menu,Frontend
firefox show a redundant tab when set to remember tab , closed with no tab , then launched with a url parameter,Backend
contribution allow menu that only show latest used action,Frontend
wizard wizardresourceimportpages contructor doe not attempt to find a common icontainer amongst multiple selected resource,Frontend
due date redmine,Backend
abstraction layer for notification,Backend
add total spent hour and estimated hour to the rest api response,Backend
firefox running under window admin account still asks admin privilege when running downloaded unsigned exe file,Backend
rcp imemento usage too tightly bound to xmlmemento,Frontend
whats rail root,Documentation
can not open pdf attached email file with included in the file name,Backend
some context menu item that modify value should be disabled for disabled form control,Frontend
include updated on and passwd changed on column in user api response,Backend
add table border to email notification,Backend
occaisionally firefox is in a state where the close button on a tab doe not work and a cross is displayed at top right,Frontend
in the help view , rename local help to help,Frontend
on the macos , pinned tab can not be saved after the window is closed,Frontend
tracking protection panel tab focus on element lost when moving mouse,Frontend
store user library content in classpath,Backend
iframes cooky and other storage in firefox extension popup page are not working,Backend
not possible to cut and paste in the project explorer,Frontend
improved progress bar for issue and version,Frontend
redmine block in deliever email help needed,Backend
remove defaultsort from the bookmark engine,Backend
change the default notification option for user to only for thing i watch or i am assigned to,Backend
new tab update meatball menu focus effect when newnewtab is enabled,Frontend
keybindings exportable keymap,Frontend
move whats new menu item to help submenu,Frontend
account sync not working if captive portal service enabled,Backend
firefox open local website with wrong port number every time,Backend
data loss due to exception during saveableslist precloseparts,Frontend
rest api for issue doesnt work with sort,Backend
redmine version sometimes doesnt send mail notification,Backend
after clicking on the autoplay blocked favicon , the video is not playing for a rtl website,Frontend
how to change the email notification sending time,Backend
background job and dedicated status for project deletion,Backend
wrong and missing content in redmine guide user guide project,Documentation
cant include attachment or relation with issue api,Backend
move resourceutility adornimage to it only consumer,Frontend
not able to add member to a project,Backend
exit while downloading dialog box ha not been updated to proton ui,Frontend
errorhandling errordialog doe not properly format exception message in status,Frontend
rest api filter by issue category,Backend
add support for updating attachment over rest api,Backend
no way to remove offending tab shown by session manager on restart post crash,Backend
tab navigation doe not work after coming back from any other site,Frontend
keep anchor i e to a specific issue note throughout login,Backend
handle net opentimeout error more cleanly currently , give error,Backend
mail to user group in case of immediate issue,Backend
add cs class to journal and reply header,Frontend
basicpartlist should be extend filteredtablebasehandler,Frontend
constrain sidebar width on different resolution,Frontend
allow to add resource via variable to resource set,Backend
viewer styledcelllabelprovider color on selection should be enabled on some platform,Frontend
selecting open link in new tab open in wrong window browser instance,Frontend
nullpointerexception in referenceexpression generatecode when compiling java base,Backend
pdf fails to display in firefox tab,Frontend
bookmark menu button border style wrong when on bookmark toolbar on window aero,Frontend
formatter for array within annotation,Backend
meta felt privacy simplified ui,Security
wizard cant include mnemonic in wizard name,Frontend
add a bookmark these tab option in sessionrestore error page,Backend
ide rename project should update external location,Frontend
problem adding new value to status,Backend
keyassistdialog produce widget it disposed error,Frontend
formatter additional option for java formatter,Backend
incorrect item highlight color when click dragging across item in the autocomplete dropdown,Frontend
firefox sync should passively ask for the master password to be unlocked instead of forcing a modal dialog,Backend
firefox shouldnt put link of loading page in address bar if im typing in the address bar,Frontend
date in issue journal,Backend
rest api create issue with custom field,Backend
contribution add isourceprovider and variable for osgi service,Frontend
looking for your saved logins turn on sync or import them content disappears after navigating to about logins page with a prepopulated filter,Frontend
hiding field in email notification,Backend
redmine apitest userstest fail if config time zone is set,Backend
a contentoutlinepage relying on cnf,Frontend
x button to close tab disappears,Frontend
authentication required configurable,Backend
ctrl shift f should close other tab,Frontend
generic text document added a content type for various extension served without content type header or with explicit text plain content type,Backend
firefox doe not restore session on update a it state not one of mine wa restored,Backend
firefox sync fails behind proxy server proxy authencation,Backend
user login prompt sorry , you do not have access to this page,Backend
user api ignores name and group id parameter,Backend
accidentally double click retry button cause download item to be canceled,Frontend
viewmgmt workbench allows two view with the same id,Frontend
screenshot fails to download when always ask you where to save file is not checked,Frontend
show password in about logins asks for wrong window credential smart card instead of user password,Frontend
recommended by pocket recommends stuff ive read,Frontend
drop down box disappears on display,Frontend
button not updated,Frontend
upgrade redmine , postgresql db migration issue,Backend
uncheck all icon at the upper left corner in workflow status transition page is not working,Backend
sync to custom server fails on linux,Backend
rake redmine load default data error,Backend
mention notification is not sent mention pattern link re inconsistency,Backend
editing uri in uri bar and pressing enter go to search instead of loading new uri,Frontend
an entry in color and font to control editor background color,Frontend
storage sync v sqlite wal extension data never cleaned up,Backend
content assist nested annotation element code completion fails in specific case,Backend
email notification not being sent to assigned user,Backend
menu list displayed a black rectangle,Frontend
make logging of abortcompilation configurable,Backend
microsoft sqlserver support,Backend
add project template,Frontend
wheelclick on tab quickly move cursor on tab , in result is closed tab instead tab,Frontend
time entry post doesnt work in json format,Backend
formatter add option to allow multi line expression to be aligned,Backend
progress need better feedback on job posting to trim progress monitor,Frontend
either clean up pageeventmanager or use it on current feature callout message,Backend
screenshots captured but incorrect size,Frontend
bookmark toolbar disappears from customize mode when reloading tab , if enabled for the new tab page only,Frontend
â€œdelete from pocketâ€ option for a highlight card scroll up the page if the card wa â€œsaved to pocketâ€ from the recommended by pocket section,Frontend
my account broken with mysql keyword admin should be escaped,Backend
support off on tag for source cleanup,Backend
keybindings incorrect navigation instruction read when switching between tab,Frontend
offer restart browser and restore session when tab restore fails,Backend
eclipse can not infer type argument when using diamond,Backend
jface usage of messageformat in jface class,Frontend
tagged pdf ha poorly structured link,Frontend
arranging redmine,Backend
macos glitch in the protection panel while scrolling a long list of cooky,Frontend
rest api create issue with custom field,Backend
redmine allows same user to login from different machine simulteniously,Backend
change edit label in the context menu to bulk edit when multiple issue are selected,Frontend
switch pattern error message to be improved for omission in guarded pattern,Backend
search search for write access to array element,Backend
split error warning unchecked generic type operation into multiple setting,Backend
custom email sender per project,Backend
add activity stream prefs telemetry to main ping,Backend
retrieve attachment with a single query when rendering a journal,Performance
twitter embedded video dont show tp shield when failing to load in slack,Frontend
non member should be invisible to the project,Backend
assertion failure in mementoed eclipse crash nested eclipse launch,Frontend
add fitting capability to org eclipse e ui workbench,Frontend
notification sub event for issue updated doe not cover all event which consist it parent,Backend
problem with email integration to m office,Backend
codegen switch pattern unnecessary cast in switch,Backend
due date redmine,Backend
dark theme conflicting default in syntax coloring,Frontend
prevent workspace from being created inside project,Frontend
add custom template zone that can be used in theme,Frontend
heap status indicator can not be styled,Frontend
exporting user query doe not use the query name a file name,Backend
improved display of tracker selection area in custom field setting,Backend
drop setting blind carbon copy recipient bcc,Backend
verify that the photon tab implementation get rid of all the image in the tab strip that are loaded at startup,Frontend
the label shown in an empty downloads panel should be aligned with the footer,Frontend
plugins page doe not have a table header,Backend
switching on an enum allocates new int array for each call,Backend
right click context menu is often missing back button,Frontend
make my account endpoint accessible through api,Backend
rest api api usage in perl,Backend
severity custom field saved random value like a , a , html in the database,Backend
problem running redmine after installation following ubuntu tutorial from the wiki,Documentation
create zoom variation test for screenshots,Frontend
issuepriority position name not recalculated every time it should,Backend
add option to decide default value for i dont want to be notified of change that i make myself,Backend
email notification case of mime version header,Backend
window screen reader add text before it read the button on proton infobars when these are triggered,Backend
problem adding new value to status,Backend
user api doe not accept boolean like string value for generate password,Backend
sending email while changing subject line,Backend
show public badge on project overview page when the project is public,Frontend
commonnavigator allow top level element grouping in navigator view,Frontend
jface org eclipse jface preference listeditor ought to allow multiple selection a an option,Frontend
redmine doe not work , just show directory redmine,Backend
administration group user lag with many project,Backend
eclipse rcp highdpi scaling on linux broken with embedded javafx,Frontend
rest api api usage in perl,Backend
new tab top site custom image url break with imgur url,Frontend
change the default value for default gravatar image to identicons,Backend
add visible badge icon indicating that a new tab or window will be opened when pressing modifier key,Frontend
internal error an error occurred on the page you were trying to access,Backend
acces to http with rest api java,Backend
spring boot camel context,Backend
after clicking go back one page button , unsaved change made while editing a saved login are dismissed without any prompt,Frontend
search engine icon should be indexed by width only,Backend
doe api rest show field added by plugins,Backend
dialog iconandmessagedialog need a way set the accessible message,Frontend
security notification is not sent when an admin change the password of a user,Backend
private browsing slider is animated when i switch to background tab , if i toggled tracking protection,Security
create project failed via rest api,Backend
paste and cut enabled in right click menu even though input textarea is readonly,Frontend
firefox doesnt load tab during session restore if one requires a client certificate,Backend
second line display is misaligned when playing video and the title is in arabic,Frontend
warning when comment go nowhere,Backend
tableview doe not remove deleted item on refresh under macos,Frontend
created on column inserting date on d at table note,Backend
system test for inline auto complete feature,Frontend
dom ast case statement rewrite formatting,Backend
enable auto locking user after a specified date,Backend
tab load and reload fails after some hour,Frontend
azure ad login,Backend
my user url is not accessible for non logged in user,Backend
the add ons page should use the mac o black bar for action,Frontend
cant include attachment or relation with issue api,Backend
pdf with many image us a lot of memory on scrolling,Frontend
create a new user via rest api user by adding project and role in the same way,Backend
jface ipagechangeprovider should not be restricted to dialog,Frontend
upgrade redmine from redmine,Backend
add automated test for top story context menu open in a new window,Frontend
progress hover over progress indicator should show full message,Frontend
add admin flag to rest user api documentation,Documentation
rest api no longer return estimated time , hour spent for master ticket,Backend
workbench removal of non existent project,Frontend
add check in redmine information page if default queue adapter is used in production,Backend
perspective accesibility navigate to c c perspective in open perspective dialog pressing c key will not work,Frontend
repository are not displaying properly at in safari,Frontend
always show last visited page from the last different domain than the currently loaded one in back button history dropdown list,Frontend
fxa toolbar menu change it size when the user expands the list of synced tab,Frontend
remove shellservice call from awparent child,Backend
incorrect tab size make some tab unreachable when system font size is set to dpi,Frontend
feature request allow opening of subset of r feed link,Frontend
optimize user visibility check,Performance
element title appears blank,Frontend
determine if deferred event handling can be simplified,Frontend
detachedwindows customizing shellpool shell style for rcp,Frontend
more considered handling of failed record during record upload,Backend
due date redmine,Backend
clearing search bar form history doesnt provide any visible feedback,Backend
about the about feature dialog doe not show indirect plug in,Frontend
page load clear any edits made in the url bar while the page wa loading,Frontend
markdown formatter crash,Frontend
how to change account of password,Backend
email notification not being sent to assigned user,Backend
redmine wont send email in latest version,Backend
should preserve container when middle clicking go and or when using accel enter in address location bar,Frontend
excessive db querying when allow group issue assignment is enabled,Performance
there should be a way to import key binding scheme,Frontend
add search shortcut helper to in content search bar,Frontend
chrome browser skin tabbrowser loading burst svg consume much memory than other ui image,Frontend
error occurred while sending mail tl and are not supported by your organization,Backend
blocklisted addons cause sync to create an error log failed to apply incoming record error add on not found after install,Backend
progress updating progress view when there are a lot of job block ui main thread make ui sluggish for minute,Frontend
search enhance java search scope to express more sophisticated location,Backend
wiki page in search result are referenced by project number , not by project identifier,Backend
quick fix split condition produce ill formatted code when else branch is commented out,Backend
fix autoscrollable area not covering whole page,Frontend
cant upload image,Backend
representation error in pivot view,Frontend
presentation widget is disposed when closing all editor,Frontend
content blocking when all tracker and cooky enabled , adjust sub panel ui string,Frontend
space between last name and first name,Backend
editormgmt detachedview save resource dialog missing when closing detached view,Frontend
ay make container type for current tab more easily accessible to screen reader user,Frontend
australis toolbar button render incorrectly,Frontend
show an in content dialog window after selecting a file to import logins from,Frontend
up to now , i can not get the allowed file extension when using the rest api,Backend
mention of user with in their username,Backend
address bar not focused when new tab created from container tab context menu,Frontend
search with amazon show the wrong favicon under certain circumstance,Frontend
tab session is gone again,Backend
url in outgoing email get mutilated,Backend
make messaging system auto filed test failure bug end up in this component,Backend
a java exception ha occurred eclipse,Backend
special language character not treated right in search,Backend
email notification and create ticket,Backend
call to action cta and improved conversion for registration,Backend
make redmine email delivery compatible with activejob,Backend
contribution major toolbar flickering when switching between text and java editor,Frontend
db encrypt fails to handle repository with blank password,Backend
wizard leading whitespaces in file name,Frontend
routing bug in angular and vue j,Frontend
user session not reset after fa activation,Backend
extract interface,Backend
win new migration window display only a white window for some time when started with â€ “ migration command,Backend
long filename problem,Backend
auto transition status,Backend
meta consolidate search alias and keyword usage rework the search preference ui,Backend
file uploading doe not work,Frontend
pressing ctrl tab pass tab keypress event to javascript,Frontend
some project have compile error after starting eclipse,Backend
add an option to randomize multiselect item microsurvey answer to avoid first choice bias,Backend
a a project admin i need to be able to set notification rule at the project level based on a role,Backend
make form validation error more obvious for user,Frontend
author name in mail from,Backend
inference type error on functional interface assignment in generic method,Backend
test failure against jre,Backend
build the static infobar for about privatebrowsing,Backend
patch provide an easy way to get an rgb from a colordescriptor,Frontend
migration ui is busted overflowing text , menu dropdown button pushed off of the button if your chrome user profile ha a very long name,Backend
updating time tracking activity in project setting may take too long time,Performance
compiler syntax recovery should detect invalid parenthesis after method reference expression,Backend
cant search for number e g error code,Backend
window the cancel and try again button from the import error modal have the wrong order on window,Frontend
first line in doh panel ha an inflated font size when proton is enabled,Backend
databinding introduce ivalidationstatus extending istatus to identify required validation,Frontend
javadoc check should differentiate between member and method,Backend
eta in download icon show weird number,Frontend
add a way to make specific issue visible to a user,Backend
theme definition enabled disabled support,Frontend
upgrade redmine from redmine,Backend
impossible to validate api key without modifying anything,Backend
different outgoing email address per project email alias different incoming email alias with mapping into a specific project,Backend
show custom field in notification email,Backend
show module name in bold in permission report,Backend
open view on focus when tabbing back to the urlbar,Frontend
create a shareable module of useful sessionstore test helper,Backend
internal compiler error java lang nullpointerexception at org eclipse jdt internal compiler lookup scope getmethod scope java,Backend
captive portal freed notification do not propagate into captive portal error page in iframes,Security
wrong parent pom resolution for custom m location non resolvable parent pom,Backend
general sidebar button shortcut missing,Frontend
select language menu duplicating option,Frontend
missing translation for email reminder when user set language to auto,Backend
better presentation for fa recovery code,Backend
activepagedata title will get overwritten because atab labelisinitialtitle is not set,Frontend
password manager save prompt should time out after page navigation,Security
contribution not possible to change visibility of tool item or menu item at runtime,Frontend
canceled status text appears a failed instead for some file in downloads panel,Frontend
commonmark markdown formatter doe not support min width , max width , min height , and max height cs property,Frontend
extend a name field for enumeration,Backend
bindingkeyparser fails to handle method with more than one in the name,Backend
i would like to improve the user experience ux of the project selection in the custom field editing screen,Backend
add warning if dividing integer and assign result to a double variable,Backend
describe activity time tracking section in redmineprojectsettings page,Documentation
actionsets editor exception when opening editor using the navigate action,Frontend
redmine backup restore and email configuration,Backend
add possibility to configure limit used to retrieve object for an api response,Backend
password manager doe not work with captive portal,Security
support mysql,Backend
find declaring node from other compilation unit,Backend
it load the website and then when i open a new tab and get back to the other one it loading for minute it really anoying,Frontend
warn the user if the selected expiration month of the credit card is prior to the current month,Frontend
single click sometimes act a double click when clicking on tab tabbar while ff window is unfocused,Frontend
hidpi the bottom border of the forward button is larger than the location bar bottom border,Frontend
doh ui locked trr mode pref should also disable custom uri field and provider choice dropdown,Security
wildcard type inference for method reference fails,Backend
tracking protection icon is hidden on about blank and about newtab , but not on custom new tab home page,Frontend
project copy always send email notification ignoring send email notification during the project copy option,Backend
workbench api to query what view part exist in a perspective by default,Frontend
compiler misleading compiler error on single line if statement,Backend
email notification possibly sent out before whole transaction is complete,Backend
databinding support map to map binding,Frontend
no email notification for status change triggered by fixing keywords in repository commits,Backend
test mysql error deadlock found when trying to get lock,Backend
session restore , data loss outdated session loaded , sessionstore overwritten , tab lost,Backend
anonymous user can not upload attachment if added to project member,Frontend
two finger scrolling break numpad scrolling with pgup pgdown key , page turn instead of scrolling,Frontend
internal error with tinytds error adaptive server connection timed out,Backend
jdt automatic module javadoc the package xxx is accessible from more than one module,Backend
no security indicator shown when loading an http url result in a dialog e g what to do with this file,Security
workingsets project disappear from working set after restart,Frontend
convert object assign to object rest spread in activity stream,Frontend
show badge that indicate author in issue journal , news comment , and forum reply,Frontend
viewer abstracttreeviewer getalltreepaths,Frontend
ticket topic,Backend
nomethoderror undefined method where for,Backend
tab lose position and are not accessible,Frontend
flag insecure password field in the password manager interface,Frontend
attachment filename link syntax would not work if the file name contains,Frontend
add extra notification destiny in issue status,Backend
rest api method not available see used status list a per the tracker,Backend
the number of the ordered list in the project description is not displayed and the indentation doe not match the unordered list,Frontend
tell devtools user about the new websocket inspector,Backend
address bar text is cut off along the bottom when window font size for system element are increased,Frontend
null path analysis doesnt honour transistivity,Backend
switch pattern eval jep eval,Backend
allow configuration of toolbar element by a contextual menu on right click,Frontend
allow itype codecomplete to specify invocation option,Backend
renderingengine renderer lookup irendererfactory in osgi service registry instead of additionally to rendererfactoryuri product property,Frontend
dont try to backfill record that fail more than twice,Backend
change clip icon,Frontend
dont exit when database is not ready,Backend
rmagick not being detected on redmine running on window,Documentation
in fxms message , fluent string id support rich html but raw string do not,Backend
abstraction layer for notification,Backend
xul browser in firefox tab n error failure and no pageshow event triggered,Frontend
add c enterprise language to the code highlighting toolbar button,Frontend
getscreenshot error unix error during operation open on file,Frontend
internal error on time tracking activity enumeration deletion,Backend
wiki site debian installation guide need update,Documentation
link copied issue more state,Backend
when someone is member of watcher group , watched by may be wrong and incomplete,Backend
checked checkbox in menu with huge check sign,Frontend
origin autofill should coalesce www non www,Frontend
default sort email reminder by due date and list due date in email,Backend
sorting and displaying user is different order,Backend
add transition animation to appstore button qr code,Backend
intermittent test unexpected fail chrome mochitests content browser browser component tabview test browser tabview privatebrowsing perwindowpb j verify normal correct url got about home , expected about blank,Security
workbench provide startup parameter api for platformui getworkbench restart,Frontend
provide consistent toolbox autohide animation in a fullscreen mode,Frontend
failing ldap auth,Backend
tab ordering lost on opening window,Frontend
toolbar button with an open panel close panel but keep button styled pressed after resizing firefox,Frontend
saving a page a second time a text change the extension to html,Backend
remove check for java version and the thrown exception for this case,Backend
make group name clickable in permission report,Backend
move main menu outside of the header to follow directly after the header insetad,Frontend
otpauth uri should include a login id , not an email address,Backend
full screen f break some keyboard shortcut in ubuntu,Frontend
invalid statement query error on mssql when role filter is used in issue query,Backend
use of notextile tag disables redmine revision link,Frontend
wait for idle time for search config update in case of region change,Backend
proposal being able to pin or lock editor stack,Frontend
code template empty indented line are stripped away,Backend
rcp api to query visibility of action bar,Frontend
problem with reset mysql root password,Backend
make default search scope configurable,Backend
progress acc job progress window loses focus after clicking detail,Frontend
workingsets replace the working set toolbar button with a better solution,Frontend
marker problem view doe not properly process resourcemapping,Frontend
update persisted e element with new information,Frontend
setting the default column for the issue list doe not work,Backend
change quote note icon to quotation mark image,Frontend
added new toolbar intermittently disappears,Frontend
yaani search engine for turkey,Backend
search result display information from other project,Backend
email not truncated when use deleted,Backend
please consider changing the way how fa is set up,Backend
command support some bridge between edit action and the command framework,Frontend
make my account endpoint accessible through api,Backend
miss middle code of a full page screenshot on a github code page,Frontend
compiler inference lambda discrepancy between eclipse compiler and javac compiler when using wildcards , lambda and type inference in constructor,Backend
keybindings misc write o level test case,Frontend
m sql db migration,Backend
show field specific merchant error on the basic card form,Frontend
custom mode social medium tracker donâ€™t appear in the allowed section,Frontend
layout bug when file served via http and ff toolbar is visible,Security
java lang verifyerror expecting a stackmap frame with break and continue in try catch,Backend
restore previous session is broken in it only remembers the leftmost tab,Backend
auto increment serial version uuid with each save,Backend
add automated test to cover whether we offer to remember handler application,Backend
topsites icon are not aligned with their corresponding title and link on a smaller browser width,Frontend
add leakzero a a built in search engine for chinese simplified,Backend
improve link focus styling for content handling application chooser,Backend
pdf viewer display character not clear at,Frontend
dragging a tab over a tab scroll arrow and resting the mouse doesnt continously scroll the tab strip,Frontend
manipulating http header in image request allows for the delivery of malicious content,Frontend
rich suggestion channel parameter may conflict,Frontend
renderingengine full screen mode not remembered restored on restart,Frontend
show vulnerable password on the lockwise about protection card,Frontend
xfa text improperly vertically aligned,Frontend
intermittent browser component newtab test browser browser asrouter group frequency j single tracking bug,Frontend
error page should be aligned to the top,Frontend
viewer resorting a viewer leaf the focus indicator at the wrong item,Frontend
linkedresources must specify uri shcheme for linked,Frontend
more aggressively switch to the next tab when closing a tab , even with a beforeunload handler,Frontend
a open with system explorer menu for folder,Frontend
show notification for all redmine user,Backend
firefox sync prompt on new tab page though im configured to sync,Frontend
option for shorter session maximum lifetime,Backend
add info to documentation redmineupgrade page,Documentation
open link to right of current tab via context menu,Frontend
add context menu option to edit remove a login,Frontend
no thumbnail preview of yahoo mail,Frontend
dark theme tab color setting are being ignored,Frontend
mail to user group in case of immediate issue,Backend
send notification to user selected from costum field user type,Backend
no notification when removing the assignment,Backend
add an option to refresh page every time duration,Frontend
reuse an exist attachment,Frontend
assist no proposal for constructor context information when invoking code completion inside an anonymous abstract class constructor,Backend
warning cant mass assign protected attribute for user,Backend
mac about protection tab navigation skip sign up for breach alert,Frontend
firefox frontmost window not working with multiple profile,Frontend
create several relation at the same time via issue relation api,Backend
file quit command from private window close all firefox instance,Frontend
right clicking and selecting take screenshot to capture the screenshot doe nothing in presentation mode,Frontend
user without two factor authentication enabled can not sign out when two factor authentication is required,Backend
find changesets by searching for commit id e g git sha hash,Backend
