bug_id,bug_severity,description,priority
214710,normal,Document how to install JIRA connector from the Mylyn 2.1 extras update site into Eclipse 3.2 with Mylyn 2.0.,P1
214708,normal,"Description:
Browse For File in drill through of Chart Interactivity should only select the report in project[0602]

Step:
1. New a chart, open the dialog of Interactivity - Edit base URL - Drill Through - Browse For File.

Actual result:
It can select the report on anyplace.

Expected result:
Confine that only can select the report or doucment in project.",P3
214709,normal,"Created attachment 86443
build.xml file that points to launcher contribution directories instead of launchertmp

Build ID: I20071213-1700

Steps To Reproduce:
1.  Build an eclipse distribution, which requires re-compilation of libs as contributed binaries, from source (e.g., solaris-gtk-x86 or linux-gtk-s390)
2.  There will be an error in the /features/org.eclipse.platform/build.xml task ""rootFiles${os}_${ws}_${arch}"" (e.g., rootFilessolaris_gtk_x68 or rootFileslinux_gtk_s390) because launchertmp is no longer used by the root build.xml script.


More information:
The following tasks still expect their contributed launcher libraries to be in the ${basedir}/../../launchertmp directory:
rootFileslinux_gtk_ppc64
rootFileslinux_gtk_s390
rootFilessolaris_gtk_x86
rootFileshpux_motif_ia64

Instead, these directories should be (respectively):
${basedir}/../../features/org.eclipse.equinox.executable/contributed/gtk/linux/ppc64
${basedir}/../../features/org.eclipse.equinox.executable/contributed/gtk/linux/s390
${basedir}/../../features/org.eclipse.equinox.executable/contributed/gtk/solaris/x86
${basedir}/../../features/org.eclipse.equinox.executable/contributed/motif/hpux/ia64

(see the /build_base/build.xml file, line 103 for the change from launchertmp to these contributed directories between 3.3.0 and 3.4M4).

I will also attach a modified version of /features/org.eclipse.platform/build.xml taht makes these changes (since I do not have contributor permission and could not find this build script in the CVS repository).",P3
214704,normal,"We now support compression of metadata and artifact repository indexes (content.xml in metadata, artifacts.xml in artifact repo). However, there are some inconsistencies between the two forms of repositories that we should make uniform if possible:

 - content.xml is compressed via JAR file, artifacts.xml is compressed via gzip
 - metadata repo has a property that can be set to indicate if index should be compressed. The artifact repository always compresses the index.

Unless there is a compelling reason for the difference, I suggest we make the artifact repository that same as metadata: use a property to indicate if the index should be compressed, and use a JAR file rather than gzip.  Also, I suggest we use the names content.jar and artifacts.jar for the compressed form. This will allow us to add extra meta-files to these repositories in the future without altering the file name.

Tim, can you look into this?

Stefan, please comment if there is a particular reason for using gzip in the case of artifact repositories. A good reason for using JAR is that it makes it easy for us to do signature verification to authenticate repository contents.",P3
214711,minor,"The method getResponseCode() uses String.trim() and ignores its result. This might be an error.

   public int getResponseCode() {
       if (responseCode != -1)
           return responseCode;
       if (isHTTP()) {
           final String response = urlConnection.getHeaderField(0);
           if (response == null) {
               responseCode = -1;
               httpVersion = 1;
               return responseCode;
           }
           if (response == null || !response.startsWith(""HTTP/"")) //$NON-NLS-1$    // <=== find bugs: response == null is already checked so not necessary
               return -1;
           response.trim();   // <=== find bugs warns here: trim is either not needed than it is a waste of time or it is needed but the result is ignored than it could be an error
   ....

This problem has been found by find bugs (http://findbugs.sourceforge.net/). It also reports the unnecessary null check.",P3
214713,normal,"Description:
Preview a multiple value parameter, but in the preview output return an object, that is not what user wants and not friendly.

Build version:
2.2.2.v20080109-0630

Steps to reproduce:
1. Create a multiple value parameter, then import several values, and set default one.
2. Pull the parameter into the layout, and preview. In the ""Enter Parameters"" dialog, select multiple values. 


Actual result:
Return the parameter array object in the layout.

Expected result:
Show the parameters value one by one in the layout, and just like there are several single value parameters displayed one by one.",P3
214715,normal,Upgrade BIRT 2.3 compiler JDK to 1.5,P3
214712,normal,"I encountered follow exceptions when DTE did generation task for attached report design.

SEVERE: An exception occurred during processing. Please see the following message for details:
org.eclipse.birt.report.data.adapter.api.AdapterException: An exception occurred during processing. Please see the following message for details:
	at org.eclipse.birt.report.data.adapter.impl.DataRequestSessionImpl.prepare(DataRequestSessionImpl.java:479)
	at org.eclipse.birt.report.engine.data.dte.AbstractDataEngine.doPrepareQuery(AbstractDataEngine.java:179)
	at org.eclipse.birt.report.engine.data.dte.AbstractDataEngine.prepare(AbstractDataEngine.java:160)
	at org.eclipse.birt.report.engine.executor.ReportExecutor.execute(ReportExecutor.java:101)
	at org.eclipse.birt.report.engine.internal.executor.wrap.WrappedReportExecutor.execute(WrappedReportExecutor.java:59)
	at org.eclipse.birt.report.engine.internal.executor.dup.SuppressDuplciateReportExecutor.execute(SuppressDuplciateReportExecutor.java:51)
	at org.eclipse.birt.report.engine.internal.executor.wrap.WrappedReportExecutor.execute(WrappedReportExecutor.java:59)
	at org.eclipse.birt.report.engine.api.impl.RunAndRenderTask.doRun(RunAndRenderTask.java:136)
	at org.eclipse.birt.report.engine.api.impl.RunAndRenderTask.run(RunAndRenderTask.java:66)
	at org.eclipse.birt.report.service.ReportEngineService.runAndRenderReport(Unknown Source)
	at org.eclipse.birt.report.service.ReportEngineService.runAndRenderReport(Unknown Source)
	at org.eclipse.birt.report.service.BirtViewerReportService.runAndRenderReport(Unknown Source)
	at org.eclipse.birt.report.service.actionhandler.BirtGetPageAllActionHandler.__execute(Unknown Source)
	at org.eclipse.birt.report.service.actionhandler.AbstractBaseActionHandler.execute(Unknown Source)
	at org.eclipse.birt.report.soapengine.processor.AbstractBaseDocumentProcessor.__executeAction(Unknown Source)
	at org.eclipse.birt.report.soapengine.processor.AbstractBaseComponentProcessor.executeAction(Unknown Source)
	at org.eclipse.birt.report.soapengine.processor.BirtDocumentProcessor.handleGetPageAll(Unknown Source)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:585)
	at org.eclipse.birt.report.soapengine.processor.AbstractBaseComponentProcessor.process(Unknown Source)
	at org.eclipse.birt.report.soapengine.endpoint.BirtSoapBindingImpl.getUpdatedObjects(Unknown Source)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:585)
	at org.apache.axis.providers.java.RPCProvider.invokeMethod(RPCProvider.java:397)
	at org.apache.axis.providers.java.RPCProvider.processMessage(RPCProvider.java:186)
	at org.apache.axis.providers.java.JavaProvider.invoke(JavaProvider.java:323)
	at org.apache.axis.strategies.InvocationStrategy.visit(InvocationStrategy.java:32)
	at org.apache.axis.SimpleChain.doVisiting(SimpleChain.java:118)
	at org.apache.axis.SimpleChain.invoke(SimpleChain.java:83)
	at org.apache.axis.handlers.soap.SOAPService.invoke(SOAPService.java:453)
	at org.apache.axis.server.AxisServer.invoke(AxisServer.java:281)
	at org.apache.axis.transport.http.AxisServlet.doPost(AxisServlet.java:699)
	at org.eclipse.birt.report.servlet.BirtSoapMessageDispatcherServlet.doPost(Unknown Source)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:709)
	at org.apache.axis.transport.http.AxisServletBase.service(AxisServletBase.java:327)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:802)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:252)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:173)
	at org.eclipse.birt.report.filter.ViewerFilter.doFilter(Unknown Source)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:202)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:173)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:214)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:178)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:126)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:105)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:107)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:148)
	at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:825)
	at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.processConnection(Http11Protocol.java:738)
	at org.apache.tomcat.util.net.PoolTcpEndpoint.processSocket(PoolTcpEndpoint.java:526)
	at org.apache.tomcat.util.net.LeaderFollowerWorkerThread.runIt(LeaderFollowerWorkerThread.java:80)
	at org.apache.tomcat.util.threads.ThreadPool$ControlRunnable.run(ThreadPool.java:684)
	at java.lang.Thread.run(Thread.java:595)
Caused by: org.eclipse.birt.data.engine.core.DataException
	at org.eclipse.birt.report.data.adapter.impl.DataRequestSessionImpl.materializeCube(DataRequestSessionImpl.java:542)
	at org.eclipse.birt.report.data.adapter.impl.DataRequestSessionImpl.prepare(DataRequestSessionImpl.java:947)
	at org.eclipse.birt.report.data.adapter.impl.DataRequestSessionImpl.prepare(DataRequestSessionImpl.java:470)
	... 56 more",P3
214714,normal,"Created attachment 86445
svg image

Description:
Can't preview SVG image in Report Template dialog when new a report design.
Regression of #153035

Build number:
2.2.2.v20071218-1951

Steps to reproduce:
1. New a template, set an SVG image as preview image and publish it.
2. New a report design and click Next and select template.

Expected result:
Can see the SVG image in preview field.

Actual result:
Can't see any image in preview field.

Error log:
N/A",P3
214716,normal,"See class StringFieldEditor, method getTextControl. For now validation (on key stroke)is added by using following code:

textField.addKeyListener(new KeyAdapter() {
    public void keyReleased(KeyEvent e) {
          valueChanged();
    }
});

This approach gives problems because you can press and hold the key, so validation will occur only when you release the key. The problem is that you can press OK in preference dialog while holding the key in pressed state. For example, we have an integer field with entered value 100 and then press ""q"" button, hold it and press OK using mouse. I think the correct code for adding validation should be like this:

textField.addModifyListener(new ModifyListener() {
    public void modifyText(ModifyEvent e) {
          valueChanged();
    }
});",P3
214718,normal,"URIs like ""platform:/resource"" or ""platform:/plugin"" are not resolved in QVT scripts",P3
214720,normal,"Created attachment 86448
Generated chart with wrong scale.

Build ID: M20071023-1652

Steps To Reproduce:
1. Create a Gantt chart basing on data set with one data row spanning from 1/1/2005 to 2/15/2005 (such was the data in my case).
2. Format the Y, datetime axis of the chart, set Step to Auto on the Scale dialog. Resize the chart to be e.g. 8in wide.
3. Render the chart. It is visible that the task visible in the chart spans from just before 1/1/2005 to just after 2/12/2005. See chart.png attachment for details.


More information:",P3
214723,enhancement,"In the Eclipsepedia search box, enter ""SVN"" and press Search.
No matches are found.

But the following articles exist, with either SVN in the title or text:

http://wiki.eclipse.org/SVN_Howto
http://wiki.eclipse.org/STP
http://wiki.eclipse.org/Releng_SVN_Support

Either the search is totally broken, or information is missing how to search properly. I'm also missing an ""advanced search"" feature where I can specify whether I want to search topic titles only, or topic text as well.",P3
214726,normal,"SVN can be browsed online with this link:
   http://dev.eclipse.org/viewsvn/index.cgi/?root=Technology_SVN

But for the new DSDP SVN Repository created through bug 214493, this is not possible yet because the corresponding ""root="" value is missing.

Please add a ""DSDP_SVN"" root for viewsvn.",P3
214719,normal,"Created attachment 86446
Screenshot

Description:
Cancel saving the report XML source changes works incorrectly.

Build number:
2.2.2.v20071218-1951

Steps to reproduce:
1. Active XML source editor of a report.
2. Modify the XML source, but doesn't save it.
3. Active the preview editor, a dialog pops up and shows warning message about 
   the XML source changes, then choose ""cancel"" on the pop up dialog.
4. Active the preview editor.

Expected result:
A dialog pops up and shows warning message about the XML source changes.

Actual result:
No dialog pops up to shows warning message about the XML source changes and a asterisk is shown beside the report name.

Error log:
N/A",P3
214727,normal,"When I try to create a folder I have this error message :
***********************************************************************
ExternalIdentifier of type urn:uuid:f64ffdf0-4b97-4e06-b79f-a52b38ec2f8a (XDSFolder.patientId) has no internal Name element"" 
***********************************************************************

this is my code for Folder creation :
***********************************************************************
String folderEntryUUID = txnData.addFolder();
FolderType folder = txnData.getFolder(folderEntryUUID);
CX pid =  Hl7v2Factory.eINSTANCE.createCX();
pid.setIdNumber(""21a217088720423"");         pid.setAssigningAuthorityUniversalId(""1.3.6.1.4.1.21367.2005.3.7"");     pid.setAssigningAuthorityUniversalIdType(""ISO"");
folder.setPatientId(pid);
***********************************************************************

that's get this metadatas :
***********************************************************************
<rim:RegistryPackage id=""urn:uuid:2b46931e-ab3e-48a8-2622-00e018d4b31d"" objectType=""urn:uuid:d9d542f3-6cc4-48b6-8870-ea235fbc94c2"">
    <rim:Name>
        <rim:LocalizedString value=""FOLDER"">
        </rim:LocalizedString>
    </rim:Name>
    <rim:Description>
    </rim:Description>
    <rim:ExternalIdentifier identificationScheme=""urn:uuid:f64ffdf0-4b97-4e06-b79f-a52b38ec2f8a"" value=""21a217088720423^^^&amp;1.3.6.1.4.1.21367.2005.3.7&amp;ISO"">
    </rim:ExternalIdentifier>
    <rim:ExternalIdentifier identificationScheme=""urn:uuid:75df8f67-9973-4fbe-a900-df66cefecc5a"" value=""1.3.6.1.4.1.21367.2005.3.7.20080104.112341.999"">
        <rim:Name>
            <rim:LocalizedString value=""XDSFolder.uniqueId"">
            </rim:LocalizedString>
        </rim:Name>
    </rim:ExternalIdentifier>
</rim:RegistryPackage> 
***********************************************************************",P3
214728,normal,The plugin.properties file in the org.eclipse.babel.editor plugin is missing.,P3
214722,normal,"Created attachment 86449
screenshot

Description:
Two ""Switch to XML source outline"" and ""Switch to XML source outline"" are shown in the menu.

Build number:
2.2.2.v20071218-1951

Steps to reproduce:
1. New report, switch its outline to XML Sourve Outline and switch back to 
   report outline.

Expected result:
Only one ""Switch to XML source outline"" and ""Switch to XML source outline"" is shown in the menu.

Actual result:
See the screenshot.

Error log:
N/A",P3
214731,normal,"Source based, circa v_831 (present since mid 2005 at least)

ClasspathJar#getPath overrides FileSystem#getPath which is expected to return an absolute path. Not so. Running the batch compiler with parameters '-cp lib.jar X.java' leads to getPath returning 'lib.jar'.

Found this out while investigating bug 97332. While the fastest cure would probably be to fix the comment (this is an internal package anyway), I believe we should examine carefully whether we want to respect the contract or to amend it, and to examine the implications in other parts of the code. Hence this bug.",P3
214732,trivial,"The default key icon has a blank background.

Attached is the same icon with no background.",P5
214733,major,"Hello,
I have recently installed Eclipse WTP 2.0 on my machine. I also have JBoss 4.0.4 GA application server. I have Sun jdk1.5.0_14 on my machine.
I have copied the default server instance of JBoss and created a new server named ""test"" in Jboss. I have also changed the port number to 1010. Now when I try to create this new server instance ""test"" of JBoss on eclipse, it is not creating the server instance. I checked in eclipse .log file, it is throwing the following exception.

!SESSION 2008-01-09 16:25:34.679 -----------------------------------------------
eclipse.buildId=I20070625-1500
java.version=1.6.0
java.vendor=Sun Microsystems Inc.
BootLoader constants: OS=win32, ARCH=x86, WS=win32, NL=en_US
Command-line arguments:  -os win32 -ws win32 -arch x86

!ENTRY org.eclipse.ui 4 0 2008-01-09 16:27:37.150
!MESSAGE Unhandled event loop exception
!STACK 0
java.lang.IllegalArgumentException: Index out of bounds
	at org.eclipse.swt.SWT.error(SWT.java:3547)
	at org.eclipse.swt.SWT.error(SWT.java:3481)
	at org.eclipse.swt.SWT.error(SWT.java:3452)
	at org.eclipse.swt.widgets.Widget.error(Widget.java:432)
	at org.eclipse.swt.widgets.Combo.getItem(Combo.java:633)
	at org.eclipse.jst.server.generic.ui.internal.ServerTypeDefinitionDecorator.getValues(ServerTypeDefinitionDecorator.java:193)
	at org.eclipse.jst.server.generic.ui.internal.ServerTypeDefinitionServerDecorator.validate(ServerTypeDefinitionServerDecorator.java:36)
	at org.eclipse.jst.server.generic.ui.internal.GenericServerWizardFragment.exit(GenericServerWizardFragment.java:148)
	at org.eclipse.wst.server.ui.internal.wizard.TaskWizard.switchWizardFragment(TaskWizard.java:274)
	at org.eclipse.wst.server.ui.internal.wizard.TaskWizardPage.setVisible(TaskWizardPage.java:89)
	at org.eclipse.jface.wizard.WizardDialog.updateForPage(WizardDialog.java:1161)
	at org.eclipse.jface.wizard.WizardDialog.access$2(WizardDialog.java:1139)
	at org.eclipse.jface.wizard.WizardDialog$4.run(WizardDialog.java:1128)
	at org.eclipse.swt.custom.BusyIndicator.showWhile(BusyIndicator.java:67)
	at org.eclipse.jface.wizard.WizardDialog.showPage(WizardDialog.java:1126)
	at org.eclipse.jface.wizard.WizardDialog.nextPressed(WizardDialog.java:820)
	at org.eclipse.jface.wizard.WizardDialog.buttonPressed(WizardDialog.java:369)
	at org.eclipse.jface.dialogs.Dialog$2.widgetSelected(Dialog.java:616)
	at org.eclipse.swt.widgets.TypedListener.handleEvent(TypedListener.java:227)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:938)
	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java:3682)
	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:3293)
	at org.eclipse.jface.window.Window.runEventLoop(Window.java:820)
	at org.eclipse.jface.window.Window.open(Window.java:796)
	at org.eclipse.wst.server.ui.internal.actions.LaunchWizardAction.run(LaunchWizardAction.java:57)
	at org.eclipse.jface.action.Action.runWithEvent(Action.java:498)
	at org.eclipse.jface.action.ActionContributionItem.handleWidgetSelection(ActionContributionItem.java:545)
	at org.eclipse.jface.action.ActionContributionItem.access$2(ActionContributionItem.java:490)
	at org.eclipse.jface.action.ActionContributionItem$5.handleEvent(ActionContributionItem.java:402)
	at org.eclipse.swt.widgets.EventTable.sendEvent(EventTable.java:66)
	at org.eclipse.swt.widgets.Widget.sendEvent(Widget.java:938)
	at org.eclipse.swt.widgets.Display.runDeferredEvents(Display.java:3682)
	at org.eclipse.swt.widgets.Display.readAndDispatch(Display.java:3293)
	at org.eclipse.ui.internal.Workbench.runEventLoop(Workbench.java:2389)
	at org.eclipse.ui.internal.Workbench.runUI(Workbench.java:2353)
	at org.eclipse.ui.internal.Workbench.access$4(Workbench.java:2219)
	at org.eclipse.ui.internal.Workbench$4.run(Workbench.java:466)
	at org.eclipse.core.databinding.observable.Realm.runWithDefault(Realm.java:289)
	at org.eclipse.ui.internal.Workbench.createAndRunWorkbench(Workbench.java:461)
	at org.eclipse.ui.PlatformUI.createAndRunWorkbench(PlatformUI.java:149)
	at org.eclipse.ui.internal.ide.application.IDEApplication.start(IDEApplication.java:106)
	at org.eclipse.equinox.internal.app.EclipseAppHandle.run(EclipseAppHandle.java:153)
	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.runApplication(EclipseAppLauncher.java:106)
	at org.eclipse.core.runtime.internal.adaptor.EclipseAppLauncher.start(EclipseAppLauncher.java:76)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:363)
	at org.eclipse.core.runtime.adaptor.EclipseStarter.run(EclipseStarter.java:176)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.eclipse.equinox.launcher.Main.invokeFramework(Main.java:504)
	at org.eclipse.equinox.launcher.Main.basicRun(Main.java:443)
	at org.eclipse.equinox.launcher.Main.run(Main.java:1169)

The New Server screen in the eclipse does not go further to next step. It remains on the same step.

But when I try to create the server instance of the ""default"" Jboss server in eclipse, it is getting created easily.

I tried the same thing by changing the version of the JBoss server to 4.2.0 GA but still it does not work.",P3
214734,normal,"Created attachment 86455
report design

Description:
Default color can not be ouput by script.

Build number:
2.2.2.v20071218-1951

Steps to reproduce:
1. Insert a label item.
2. Define highlight rule for it: 1=1, Bold&Italic.
3. Input this.text=this.getHighlightRules()[0].color in onPrepare method of
   label item.
4. Preview.

Expected result:
Color black is output.

Actual result:
Nothing is output.

Error log:
N/A",P3
214736,normal,set / get methods for ConnectionInfo should be added to the ISQLBuilderEditorInput interface.,P3
214737,normal, ,P3
214700,critical,"if there is roles defined in the bridge ear, in websphere 6.1 manager console, there will be an item to setup role user mapping.

once the bridge is startup, the setup page is missing.

The reason is the OSGi in the bridge overwrites the URLStreamHandler of the OSGi in websphere.

1. When WAS starts up, it registers a URLStreamHandler to handle the bundle:// URL.

2. The WAS admin uses the URLHandler to load the DTD in application.xml, the DTD is bundleresource://25/application_1_4.xsd which is correct in WAS.

3. When Bridge starts up, it also registers a URLStreamHandler to handle the bundle:// URL.

4. The WAS admin uses the bridges' URLStreamHandler to load the DTD. As the WAS has different bundles with the Bridge, the bundleresource://25/application_1_4.xsd is not invalid in bridge's OSGi, so the loading failed.",P3
214739,normal,"From news.eclipse.org:
The New & Noteworthy shows a screen shot of a option labeled ""Cached Configuration"" that I cannot seem to find on the version that I installed today (2.2.0.I20071220-1700).  This was an upgrade from 2.1, and to verify I did a clean install onto a bare platform runtime, and saw the same missing option.  This this indeed missing or am I doing something wrong?

Thank you for your time.

Sun JDK 1.6.0_03
Windows XP SP2
Eclipse SDK 3.3.1.1
Targeting bugs.eclipse.org/bugs 

Reply:
Noticed the same thing today.

It was put in place to resolve a load/performance problem on bugs.eclipse.org. It works by sending a HEAD request before doing a config update to check whether there have been mods and works only on bugs.eclipse.org as it requires mods to bugzilla itself.

It was dropped from the development stream on 5 october 2007 when the gzip patches were put in. See the source history on BugzillaRepositorySettingsPage.java#createAdditionalControls
version 1.70
[...]
You should file a bug report, as it  is an error in the new and noteworthy!",P3
214740,normal,"If the selected statement in the sqleditor contains only select, insert, update or delete, when the SQB is invoked to edit the statement, a parse error dialog pops up. The dialog should not appear in this situation.",P3
214742,normal,"Since 3.0, Bugzilla supports mod_perl for vastly greater performance. With the release of 3.0.3, enough BZ/mod_perl issues seem to have been solved, which leads me to believe the combination is stable.

Suggest we investigate using mod_perl for Bugzilla.

http://www.bugzilla.org/releases/3.0.3/release-notes.html",P3
214744,major,"I20080108-1320.

final fields are no longer shown in the Variables view.

Test Case:
1. paste this into the Package Explorer
public class Bug {
	final Object o= ""bug"";
	public static void main(String[] args) {
		Bug bug= new Bug();
		System.out.println();
	}
}

2. add a breakpoint on last line
3. start debugger
==> field o not shown",P3
214745,major,"I20080108-1320.

I first thought I'm nuts: sometimes elements disappeared when I clicked in the Variables view. After a while I figured it out: filters aren't used until an entry in the view gets clicked with the mouse. At this time the enabled filters are applied and hence some of the elements disappear.

This is a very disturbing and unexpected behavior.",P3
214746,normal,"[Trace Project] Create Bugzilla component for trace reports.

The following plug-ins and feature are not in a Bugzilla component:

Plugins:
org.eclipse.tptp.trace.report.birt
org.eclipse.tptp.trace.report.birt.ui
org.eclipse.tptp.trace.report.birt.doc.user

Feature: 
org.eclipse.tptp.trace.report.birt

We should create a component (Trace.UI.Reporting) in Bugzilla to support these plug-ins and feature in past and future releases.

NOTE: This new component should be added to the TPTP Project Matrix:

http://www.eclipse.org/tptp/home/project_info/structure/TPTP_Project_Info.html",P3
214738,major,"Created attachment 86458
eclipse log file containing error details

Mylyn 2.2.0I20071220-1700

When submitting an updated task (user reassigned) an error box appears ""Submit error"" with the following text:

""Invalid date / time format. Expected dd/MMM/yy hh:mm aInvalid date / time format. Expected dd/MMM/yy hh:mm a""

According to .log file the problem is JIRA sending an invalid date / time format  in the ""Start Event"" field.",P3
214743,normal,"Build ID: M20071023-1652

Steps To Reproduce:
When formatting code the formatter sometimes thinks it's best to do a break on the '.' in a line - even if the result is worser than the original. It isn't even consistent, but seems to do the line break insert in an inconsistent manner.

The attached picture shows a really 'stupid' line break at a '.'. Notice that the second case in the same picture didn't get a line break.",P3
214747,normal,"[Platform Project] Create Bugzilla component for statistical reports.

The following plug-ins and feature are not in a Bugzilla component:

Plugins:
org.eclipse.tptp.platform.statistical.report.birt
org.eclipse.tptp.platform.statistical.report.birt.ui
org.eclipse.tptp.platform.statistical.report.birt.doc.user

Feature: 
org.eclipse.tptp.platform.statistical.report.birt

We should create a component (Platform.UI.Reporting) in Bugzilla to support these plug-ins and feature in past and future releases.

NOTE: This new component should be added to the TPTP Project Matrix:

http://www.eclipse.org/tptp/home/project_info/structure/TPTP_Project_Info.html 

NOTE 2: This is already a Platform.UI.Reporting component under the Test Project that will be renamed in the near future.",P1
214748,major,"Hi,

Currently DLTK (1.0M4) does not support ruby 1.9.0 as the Ruby interpreter.
If I add ruby 1.9.0 as a new interpreter, DLTK hangs.

Note that I don't request a full support of Ruby 1.9.0 (i.e. support for new syntax for hash elements ...). I just want to be able to use ruby 1.9.0 to execute my code.

Thanks in advance.",P3
214751,normal,"I tried two different scenarios:

* Use an unknown host -> seems to be correct (unknown host exception)
* Use a wrong URL     -> wrong behaviour

e.g. this here in the logfile with http://cortez.eclipse.org/uploadxxxx.ph as upload URL:

!ENTRY org.eclipse.epp.usagedata.recording 1 0 2008-01-09 15:19:56.921
!MESSAGE Usage data uploaded to http://cortez.eclipse.org/uploadxxxx.ph in 473 milliseconds.

The server reported a error 404, but (according to the logfile) the data has been uploaded.",P3
214750,trivial,"* Start one of the new EPP-UDC packages from the command line
* Trigger a manual upload of the usage data to the server
* It writes the names of the files that have been uploaded to stdout
  file-ok:upload0.csv",P3
214749,critical,"BIRT Trace Report does not appear in the Trace Report wizard.

Using the TPTP-4.5.0-200712211700 build and the enclosed profile, the BIRT Trace Report does not appear in the Trace Report wizard (see http://help.eclipse.org/help33/topic/org.eclipse.tptp.trace.report.birt.doc.user/tasks/treportmon.xhtml).

After debugging, it appears that this report generator (org.eclipse.tptp.trace.report.birt.ui.internal.BIRTTraceReportWizard) is expecting that the selection is a TRCMonitor/TRCNode/TRCProcessProxy/TRCAgentProxy/INavigatorItem, but the actual selection is an org.eclipse.hyades.trace.views.adapter.internal.MemoryStatisticViewer.  Both the org.eclipse.tptp.trace.report.birt.ui.internal.BIRTTraceReportWizard.isAvailable(ISelection)  and org.eclipse.tptp.trace.report.birt.ui.internal.BIRTTraceReportWizard.export(Object) will need updates.

Interesting, there are other report types (org.eclipse.hyades.trace.ui.internal.reports.XMLTraceReportWizard.java and org.eclipse.hyades.trace.ui.internal.reports.CSVTraceReportWizard.java) are subclassed from org.eclipse.hyades.trace.ui.internal.reports.HTMLTraceReportWizard which have the same problem (RCMonitor/TRCNode/TRCProcessProxy/TRCAgentProxy/INavigatorItem versus MemoryStatisticViewer) so they do not appear in the Trace Report wizard.

Note: Once 214746 is completed, this defect should change component owners.",P3
214753,normal,"Build ID: M20071023-1652

Steps To Reproduce:
1.http://download.eclipse.org/technology/rap/update-site 
2.The system says that there are no features at this site
3.I had to manually download the rap sdk and target plateform


More information:",P3
214754,normal,"Created attachment 86472
Fix

HEAD

On small screens, the ControlExample's ""Select Listeners"" has sizing problems:
- initial size calculation confuses width and height
- is not resizable

Patch fixes both problems.",P3
214755,major,"I20080108-1320

1. Create the following compilation unit:
public class X {
	int field1 = 1;
	final int field2 = 2;
	void foo() {
		System.out.println(this.field2); // breakpoint here
	}
	public static void main(String[] args) {
		new X().foo();
	}
}
2. Add a breakpoint where indicated
3. Debug it
4. When the breakpoint is hit, expand 'this'
Observe: Only 'field1' is shown. To have 'field2', you need to enable both 'Show Constants' and 'Show Static Variables'

This used to work with I20071218-0800",P3
214759,normal,"Hi,

I've decided to move my eclipse related blogging to in.relation.to (seam and hibernate group blog).

The eclipse related feed will be http://in.relation.to/servlets/feeds/atom.seam?feedId=3168 and represents the eclipse tagged postings on http://in.relation.to/Bloggers/Max

And in this process could you tell me how I get my name changed to Max Rydahl Andersen plus get the eclipse circle replaced with a more look-a-like picture ,)",P3
